	logFC	AveExpr	t	P.Value	adj.P.Val	B
A1BG	0.032379704623943795	2.3139237797093486	0.19756696815877464	0.8438919536447376	0.9468153935220484	-5.889782656543617
A1BG-AS1	-0.08072594540871769	0.8113442245757901	-0.45038896724054417	0.6536650992588117	0.8649374932122276	-5.595484516283461
A2M	0.3106511779192527	10.280262544411865	2.124822651983229	0.03673136130218347	0.24023070654202716	-4.039964782751181
A2M-AS1	0.1885344795865873	1.9681155725316744	1.6522632528360903	0.10245507805840672	0.3919968508201127	-4.601759072683197
A2ML1	0.5540898750727875	-0.9774661286465205	1.8380068035807473	0.06982505582029513	0.3262271029111892	-4.105536404891529
A2MP1	0.33759220447811145	0.18559180732734026	1.6740799920336462	0.09807465584142556	0.38409261521305854	-4.406268370241683
A4GALT	0.4071138373289722	5.64405042340173	2.9444577231129068	0.004248890734814782	0.08557470364731892	-2.37920211428443
AAAS	-0.1487187541130588	5.658467426570347	-2.3431455143596134	0.021641219718598618	0.18416495404530242	-3.8163421828254265
AACS	-0.7258947342603008	6.109806847550129	-2.9706509010637503	0.003936509513605736	0.08334138505029465	-2.31099101052628
AADAC	0.48427548764200246	1.1710786544605163	0.8023041054414913	0.42478693260552713	0.7299262122974799	-5.439647026213849
AADAT	0.25401039478624554	2.4904886129358794	2.4018485115675667	0.018663488208589978	0.17121909243218883	-3.319267937958692
AAGAB	0.01689246741140593	5.222474412439592	0.22235556359411301	0.8246116443226088	0.9391712100226094	-6.388473782721884
AAK1	0.0016578168666416815	5.895043841710938	0.015260484683353169	0.987862888342556	0.9972051029536241	-6.4361216096860145
AAMDC	0.06954483449123705	3.27054045877718	0.6316780672580704	0.5294231385030559	0.7949088596661218	-5.9085006134340885
AAMP	-0.04428117340921478	7.0018345328320795	-0.53798210062497	0.5921036685239193	0.8307775790862106	-6.245775944446803
AAR2	-0.1779177269363137	5.616461411568714	-2.7702655343288374	0.006981116234683321	0.11049398710945307	-2.822614227882601
AARS1	-0.045437713915067235	7.15683751916351	-0.4657388936959678	0.6426854509177838	0.8580893796741708	-6.270551620161526
AARS2	0.04054389949794679	4.252069336142731	0.5000835465271646	0.6184081007758497	0.8461766692160088	-6.171284403695994
AARSD1	0.022887290219114398	4.8345159412345104	0.4098620990216374	0.6830177525545897	0.8791896940090328	-6.294108757246389
AARSD1P1	-0.33930519876665644	-1.8863638357630839	-1.6360863754060309	0.10580447850925838	0.39740781376968587	-4.350152137479087
AASDH	-0.14348583370506507	3.931652469288591	-1.893925664240134	0.06189972297272622	0.3077937496122637	-4.5275748521040144
AASDHPPT	-0.05286434139006069	4.687758819233174	-1.0148492999790086	0.31327950446038827	0.6481314466220284	-5.85601139115512
AASS	-0.1991023176978448	5.733625351180305	-0.9249402202326873	0.3578171777482131	0.6857395757781921	-6.015134150947487
AATBC	-0.06877094976968914	0.11660056484202823	-0.3476498245460127	0.7290288568705876	0.9015592841194492	-5.557100630578977
AATF	0.017263546888023562	5.656704905991186	0.20989411711572914	0.8342913331615667	0.9435124788005974	-6.411793636176322
AATK	0.16656983390789337	3.6358406805807078	0.7361223687510312	0.46383905018573424	0.7569116126947827	-5.914789784667875
ABALON	0.31776064756885436	-1.5458171792098137	1.9721667190411536	0.05209442489741559	0.2836880645105886	-3.8833321777525986
ABAT	-0.26894866731518174	4.252828512040293	-1.5429296231975136	0.12684913862532002	0.4323660785218636	-5.146354773570996
ABCA1	-0.1381702794616615	6.814642118617882	-0.6123713728850502	0.5420528545953927	0.8033295682160411	-6.216240452999042
ABCA10	0.3252564776563034	5.379909857022387	1.5146370605792656	0.13386008113521602	0.4436709516378142	-5.3077342980060145
ABCA11P	0.013156813451074667	1.2062647140937415	0.10356764139252503	0.9177752531515209	0.9731229319225104	-5.730328369623086
ABCA17P	-0.030731279071549322	-0.3978932189475683	-0.16550091100165293	0.8689730368723501	0.9554533806910881	-5.5463037899862195
ABCA2	-0.24060116530069742	6.419307251661331	-1.8419836243669583	0.06923466039672829	0.32501019249221114	-4.78532744836637
ABCA3	-0.4059725368744411	5.152537304280032	-3.1361354418836673	0.002405653785013743	0.06559669807997931	-1.846828718288073
ABCA4	-0.31630314980699503	1.1103901024629441	-1.4332049950056358	0.1557498013897472	0.4755482478254415	-4.804982343236622
ABCA5	-0.2520386447664773	6.366484603618225	-2.208523341644279	0.030109792761478103	0.2183026413408313	-4.09246203472522
ABCA6	0.15185370350952088	6.2077641947470275	0.859071593621887	0.39290338332945285	0.7096536592699627	-6.068768736928774
ABCA7	-0.1408939632057713	4.888621731684064	-0.9160740149345313	0.36241939447057103	0.6894629798124454	-5.971927050018801
ABCA8	0.42405107035271783	6.695731410991309	2.354890378469387	0.021013753764096987	0.18160640691850538	-3.7690881627016517
ABCA9	0.15690953284734555	6.799668925664853	0.8421482408831161	0.4022503117209527	0.7150450750829717	-6.053688796818035
ABCB1	0.0030930015560333146	4.089907425654157	0.01312452151345021	0.989561575770921	0.9975767715063278	-6.264920046839374
ABCB10	-0.06028400059125172	4.430813934760427	-0.7169425644286556	0.4755264537381101	0.763525583863754	-6.07118400253678
ABCB11	0.41300079143195406	-0.08448675892478825	0.6481377435992202	0.5187775283866081	0.7882904193362545	-5.406452225044785
ABCB4	0.5088416829168197	0.5932120836365876	2.220143209847411	0.029278558593824975	0.21541309410566525	-3.5353025065394603
ABCB5	1.218202851992417	0.9781602471681857	2.483255538628285	0.015139273438351761	0.15677878504884862	-3.0368762300749843
ABCB6	-0.28959563495589125	1.6960400405553275	-2.1516831102256693	0.03448041746621041	0.23224374789921118	-3.734743644989173
ABCB7	-0.031976194485478615	4.720043781321868	-0.5604663534561815	0.5767493458758216	0.8230902539431787	-6.208828520283327
ABCB8	-0.04429197541775931	4.9937516101022	-0.5049689806477262	0.6149881184425022	0.8442212397971147	-6.268131860422046
ABCB9	0.06328767544794545	3.6979844730019304	0.5422530592288171	0.5891723908109678	0.8297605490771818	-6.046842251884389
ABCC1	0.038678745431047545	5.80613043406921	0.41060041164374345	0.682478444375402	0.8789480254412242	-6.35280418607191
ABCC10	-0.10986823447018423	4.788904871616359	-1.1805960714527526	0.2413099048549674	0.5777699091748335	-5.692006517818554
ABCC11	-1.140032036789121	0.638266071636449	-1.7925346829950886	0.07688011537628368	0.34035661964887215	-4.2623069209787605
ABCC2	-0.1698364623094717	1.916106449058864	-1.203460018181764	0.23239661608262582	0.5677631748541462	-5.173610999295212
ABCC3	0.10616812868785352	5.193089504690024	0.2997383094206041	0.7651649554956502	0.9154453141449197	-6.366427293689103
ABCC4	-0.024826433041918783	3.050724050472788	-0.14792419332582668	0.8827799542093118	0.9599676904755615	-6.043166864695451
ABCC5	-0.03652269356719717	5.689468274743568	-0.25022008927128625	0.803067497984605	0.9302401413233501	-6.403372927411095
ABCC6	0.008228361402873308	2.5106461807284597	0.0265783447874235	0.9788631510417538	0.9940344726663509	-5.944466245210851
ABCC6P1	0.4255291662689823	-1.0916156628704998	0.8800505820498925	0.38150443873278017	0.7021887098298056	-5.1677134650595455
ABCC8	-0.44888142623832916	1.802922085437027	-0.9076769457271028	0.3668127710530261	0.6920494965124215	-5.442178665787696
ABCC9	0.2533843871304242	5.679385112244589	1.2273150456874944	0.22335336898881045	0.5588020266451272	-5.697816185692306
ABCD1	-0.4665419064418028	5.153664605050702	-2.0332874821989266	0.045385799920967536	0.26525909174726986	-4.423041435722201
ABCD2	-0.14808325752499085	3.1692972698139577	-0.3598097947401289	0.7199506266296731	0.8971715890514235	-6.016516689758842
ABCD3	-0.06610054620458694	5.769278036619476	-0.7012264469764034	0.4852246829939221	0.7682322527621682	-6.19363031294858
ABCD4	0.07355508708484404	5.877021201722663	1.068016036632942	0.28876996046489556	0.6277059646040976	-5.877348093425968
ABCE1	-0.011969680649630554	5.806608068487452	-0.13205618212612213	0.895276016542504	0.9659479658354763	-6.427325261577099
ABCF1	-0.013767840841541812	6.523019179538472	-0.17799037898423645	0.8591866991727279	0.9535022180978074	-6.402229472040366
ABCF2	0.0001961445739553369	5.929179890836105	0.0018181420600629408	0.9985539221920066	0.9995004170653773	-6.436154366666884
ABCF3	-0.08424978790271886	5.849992530937738	-1.3167930552232157	0.19171975333075666	0.5221757008406832	-5.589818419492339
ABCG1	0.2550614125593835	5.255640952760524	1.4251335489660528	0.15806230228042634	0.4789367605177181	-5.426773791159946
ABCG2	0.49762629797675784	3.046140098234235	2.376037282266313	0.01992461159127072	0.1774033808771681	-3.446392075863016
ABCG4	-0.09975357686018427	-1.2649604912503751	-0.3983244114200427	0.6914668495964196	0.8833328629219603	-5.4109745514739735
ABHD1	0.03820767755733828	0.32203952504208694	0.1893681359334984	0.8502905703522383	0.9493322310782824	-5.616047616982101
ABHD10	-0.1350807812029906	4.311648453597653	-2.126907797773708	0.03655216573942328	0.2396310977386213	-4.1512550046197845
ABHD11	-0.15659236402167043	4.656651741958753	-0.7986271138304315	0.42690395894179234	0.7311169750291574	-6.042668888860254
ABHD12	-0.13901743997545157	5.679130835977997	-1.9752746571543718	0.0517339472967505	0.2826528168068886	-4.555662974543914
ABHD12B	-0.42545922236774236	-1.1071974814014407	-2.1512019406974017	0.03451965931342946	0.23233243869739145	-3.602720977462228
ABHD13	0.003949974284304325	4.29403058300063	0.06787262698356172	0.9460587271743404	0.9829748816561622	-6.298257500531605
ABHD14A	-0.04396778302762128	3.8781092479370485	-0.368115700168244	0.713772673641621	0.8941973752331334	-6.159229506181741
ABHD14B	-0.2777264247324993	6.507699801829035	-3.088290510043427	0.002778653342463639	0.0695154367919831	-1.985416957133924
ABHD15	-0.4418770072623168	4.609174893724727	-1.7539587078881174	0.0833204285973003	0.35435447098758643	-4.866972553035751
ABHD16A	-0.08028832462292357	5.4396412375816325	-1.2905612490753582	0.20062476176421257	0.5344176940915251	-5.612890165077192
ABHD17A	-0.007243043336554678	5.9782485331825	-0.0879234653055647	0.9301602698968556	0.9779533781929282	-6.432000798703687
ABHD17B	-0.19090566788902485	4.070370987770169	-2.926367301994099	0.004477846165966901	0.08726753815026123	-2.299416848428956
ABHD17C	-0.5585976228127465	3.0725905047389817	-2.62536791672986	0.010391467849588585	0.13374452249389313	-2.8989964626515183
ABHD18	0.08080821516372438	4.073329752058378	1.2235666282090243	0.22475712422244346	0.5602389309437905	-5.538074585897685
ABHD2	0.015307527559041745	6.38452110436219	0.1498826466241364	0.8812396650127301	0.9596265961751271	-6.413498210762169
ABHD3	-0.26713893559986746	4.026226689996149	-2.321201342894697	0.02285824684761096	0.18928333541300427	-3.7131685811094837
ABHD4	-0.057554008735148265	5.757933613062386	-0.7548819906241837	0.4525670844958235	0.7489929944354938	-6.155186179293597
ABHD5	-0.40175413429845275	5.012476000132256	-1.4121135521838448	0.16184831366607227	0.48242981206949404	-5.425749535569785
ABHD6	0.15390468959778847	4.070048085288642	0.7728081072417304	0.44194480421607374	0.7430529512513847	-5.970930597573541
ABHD8	-0.3308569782766422	3.8046023063945458	-3.6554182052883246	0.0004609976119421132	0.02983008802897066	-0.22685003010461813
ABI1	0.11764961890893488	6.122448617274593	1.9435949343701657	0.05550979477583844	0.2900669269631838	-4.613517476831755
ABI2	0.10825003912247944	5.871438188102658	1.0845624277760435	0.2814182386405762	0.6185278653626016	-5.860021791179757
ABI3	0.34080719160600337	3.4668452588711665	2.8958316377481688	0.004890306320435168	0.09127020631107699	-2.2984853098227642
ABI3BP	0.26043905166399206	6.240290530168616	0.9582779416834326	0.340849723309921	0.6729744146447173	-5.979745577397626
