	logFC	AveExpr	t	P.Value	adj.P.Val	B
A1BG	0.16790607309009697	2.965630084779612	1.686391332991018	0.09393350726514453	0.22558984167060814	-4.873342630763479
A1BG-AS1	-0.21847917697487085	0.9368634199523568	-1.4115844513613056	0.16027689382836277	0.32161894342769703	-5.023289594471305
A2M	0.4206990313238155	7.540826774297776	2.4234141657262267	0.01664407279531075	0.07452708908168847	-3.6666944484822808
A2M-AS1	0.2136576509706647	1.342608345308687	1.734915530430401	0.0849424993295624	0.21134122585518644	-4.588993213330979
A2ML1	0.6075246490294945	2.038664967687589	2.9002722059456385	0.004326931426482309	0.031936600088707426	-2.1870073137245813
A2MP1	0.39664958071477296	-0.796461869059958	2.6523015689420335	0.00891136736013972	0.05006464064608942	-2.6610591702851085
A4GALT	0.6019331643401749	2.0824807949082444	3.6461630851266937	0.0003736651426178324	0.007140917173135031	-0.029887700125028616
AAAS	0.15404888259706428	5.190906773937212	2.2749602560428173	0.024417849186275348	0.09428062574555743	-4.0427775458115995
AACS	-0.1402587379589395	5.177855219024062	-0.9546619872820815	0.3413836927356747	0.5260710409125832	-6.100924387226444
AADAT	0.3397369356410471	3.464392717491801	1.4037465543801375	0.16259457152149442	0.3242714121841549	-5.373447572429884
AAGAB	-0.174951780007091	5.3091444943620845	-2.0226534791109025	0.045000932874721886	0.1414862726714325	-4.566038490916688
AAK1	-0.412523849411893	7.170259535337138	-3.1410817700492912	0.002051723585794632	0.020650287023813003	-1.823888649451133
AAMDC	0.31513389145262294	1.8154115069307004	2.7278424794925056	0.007186675329582613	0.04335238546980692	-2.6060449819010025
AAMP	-0.021383500811168688	6.651665459005502	-0.5243391323130439	0.6008666114749057	0.7461745170690017	-6.411496039904814
AANAT	0.056768168533063657	-0.7705515028321728	0.3621353123511321	0.7177934929473652	0.8329556765221973	-5.742653927862593
AAR2	0.10834637770509925	4.460508281671846	2.2617234900528094	0.025245389645613677	0.09633506108564024	-4.0121348112163915
AARD	-0.3875788257697559	0.27554694827674175	-1.4830144460639931	0.14030395585748623	0.2952392036144544	-4.875372721632022
AARS1	-0.0724487714941704	7.911616451109911	-1.1777410584350725	0.2408853441309192	0.41818763432805506	-5.796460679472046
AARS2	-0.2217676229631973	4.520537571209179	-2.4758918385080064	0.014475120117430464	0.06805058224294595	-3.5387576425512983
AARSD1	-0.05325785432320718	5.120421606160643	-0.7843022212691688	0.43417940889358	0.6132871858038346	-6.242830834649402
AASDH	0.08879986233918924	3.648626639827535	0.9008714211300268	0.3691939701496392	0.5528588153539277	-5.964814421658768
AASDHPPT	-0.170543105827476	6.290374660615934	-1.8556062169510759	0.0655990350970215	0.18003688247500182	-4.8815621590317235
AASS	0.3267157656552109	3.4461522305548336	1.68757611302787	0.09370513629157765	0.22520422552738495	-4.949878730381611
AATBC	-0.05372757498912614	0.17123457623629268	-0.2799519257601689	0.7799249732260004	0.873084868915685	-5.8457798801540495
AATF	0.1164412395544554	5.117496306557204	1.646085806569276	0.10197495945735344	0.2388909792224952	-5.221588230611808
AATK	0.05493062377273006	7.979157448224609	0.3948774883401516	0.6935304419672641	0.8150327543182877	-6.394328898493267
ABAT	-0.12938933781915374	8.587197878432129	-1.4152272332505267	0.15920834667110417	0.3205396519362518	-5.455653720217878
ABCA1	0.5626821359748551	4.653039404601538	2.3930821047325948	0.01802521164215679	0.07834197585482801	-3.742047427989054
ABCA10	-0.1292469913206835	2.447647843836455	-0.6936923565332107	0.489017219355799	0.6583793240244633	-5.918095308402894
ABCA11P	-0.061060878024773446	1.4394960930978835	-0.640186834646125	0.5230908484749871	0.6850405536397409	-5.814379270817902
ABCA17P	0.10181250614368054	2.3132986377971125	1.2140704056729128	0.22675189039456833	0.40210022891431885	-5.424222751715682
ABCA2	0.10495878472883113	9.666059122912612	0.7126291311599122	0.4772537802846878	0.6492435819971992	-6.110899207866501
ABCA3	-0.23324703307981043	7.325905620094648	-2.663001086145503	0.008646277250013814	0.04900639122559024	-3.1045425356417686
ABCA4	0.19851569330530736	-0.230714622285503	1.2682338547859935	0.20680601896518608	0.3784657644293208	-5.108223413315897
ABCA5	-0.1671090459838087	5.707642920833645	-0.9575117786794989	0.33994911313738707	0.5244828407029796	-6.115713123547284
ABCA6	0.5658847750610901	1.2973570055640806	2.3481102900987123	0.020259695401812883	0.08407208748983583	-3.438080882977033
ABCA7	-0.44715143924085865	4.963193865831654	-2.42321441855116	0.016652851990729127	0.07452708908168847	-3.69866917215356
ABCA8	0.6164816577211747	4.559865479465109	2.5203770237149983	0.01283770701454883	0.063284220073174	-3.4380355719575566
ABCA9	0.08176663667106876	3.7131415310490383	0.6026171637836832	0.5477320770342008	0.7040960165265434	-6.194062334375831
ABCB1	0.5701476853843648	4.875833048155782	3.386742455588382	0.0009169240384370917	0.012433619608245473	-1.0956072286424927
ABCB10	-0.08235845182611268	4.245167202847322	-0.8573045416576122	0.3927324733853105	0.5738261644826544	-6.094772640924029
ABCB4	0.08624219268209588	-0.5857151789845427	0.5061340236378381	0.6135535850811871	0.7561394996948108	-5.700019206486618
ABCB6	-0.008234089643316622	2.2371805062652714	-0.09265747549657183	0.9263073003932685	0.9599381454293697	-6.112211812076089
ABCB7	-0.04897796989504455	3.6660474594033086	-0.7381850939183403	0.4616297405126456	0.6366653767935452	-6.097471980662998
ABCB8	-0.11927560156887651	5.918899678838572	-1.7402262718378394	0.08400267545278998	0.21009524566934992	-5.088118460583338
ABCB9	-0.170753865615195	5.125808129970943	-1.8427372833148867	0.06746910556591385	0.18335124138981038	-4.890915651530875
ABCC1	-0.20580938772849589	4.10448924346448	-2.3240248185917074	0.02155410614906094	0.08724080936325981	-3.8343069373766454
ABCC10	-0.1256910541373184	4.8651139482329295	-1.0091046983243737	0.3146542631134612	0.4983751404411302	-6.026098802877397
ABCC11	0.3445492753130291	0.1850247219253307	2.2066335909704327	0.028958579244737166	0.10491738469716058	-3.6591341197668594
ABCC2	0.12693408003410428	-0.44324292278626504	0.7293488893585618	0.46699899618073615	0.6412114369221568	-5.584829275153211
ABCC3	0.3995422671323524	-0.21381585624254146	1.576497684469038	0.117153812525909	0.2608414217512752	-4.710153157190986
ABCC4	0.20688292146137277	2.196270714111316	0.8269054423838345	0.409688870511156	0.5903942270547351	-5.783318144170107
ABCC5	-0.20270919116399266	7.248830469664279	-1.4460804960835316	0.15037543933050498	0.30914835502386145	-5.493081912797485
ABCC6	0.3321076090380596	0.3555523044178276	2.1280571047779486	0.03507288875606048	0.11967443262212789	-3.8221179969363153
ABCC6P1	-0.11144397133731343	-1.3963456432860717	-0.5449967462862468	0.5866173928887568	0.7352418900908365	-5.620915972251874
ABCC8	-0.4192838794599387	5.985572621340206	-2.0003670334223695	0.04738244454720276	0.14650535404866807	-4.619004825273339
