	logFC	AveExpr	t	P.Value	adj.P.Val	B
A1BG	0.08438438474524279	2.3384362096358893	0.4673281328342562	0.6415536892496202	0.8867564584787525	-5.520644724934081
A1BG-AS1	-0.16428340380742934	0.7657438113655393	-0.8697536033869065	0.3870743230581064	0.7685190423014508	-5.097550472264478
A2M	0.11719161933071653	10.18738417422672	0.7711084465010066	0.44294661381834033	0.7995915845185387	-5.583071549308746
A2M-AS1	0.15095181543413627	1.9573218597676143	1.3051244869028753	0.1956452116262016	0.6110751296210771	-4.8275542149652395
A2ML1	-0.014218515962680867	-1.2611206597000615	-0.05286229705697089	0.9579752860976218	0.9900858434006964	-5.2206678809417495
A2MP1	0.2572066869769485	0.1648661576456997	1.3087172199165074	0.19443070837139276	0.6101818735116736	-4.678922885115359
A4GALT	0.3396226203808377	5.618154187776284	2.4316621103413425	0.01729672746527187	0.2941309833754444	-3.3820173421839876
AAAS	-0.05899976130024953	5.709894644166036	-1.1200825114985506	0.26607779397682224	0.6834573560378109	-5.532028717132288
AACS	-0.7868821074448729	6.086252253857902	-2.919544542563094	0.004567580030389595	0.2119795828227985	-2.2342303223627216
AADAC	-0.16411210180296887	0.8490536248571015	-0.2432568529936791	0.808437977022453	0.9482955536557104	-5.387429605622386
AADAT	0.2825288242567816	2.502845565461691	2.6800234650991417	0.008959132455952422	0.25175793966357146	-2.6074771487560935
AAGAB	-0.024174073346804548	5.206498480651479	-0.3229086577221448	0.7476189165551368	0.9288461187590741	-6.057475341193327
AAK1	0.005155570135655374	5.906027053035636	0.04657225928727778	0.9629718622692341	0.990957428231901	-6.134364887344142
AAMDC	0.06813022325993678	3.282401926227127	0.6329969207768504	0.5285667398823755	0.8417063604947395	-5.614641711852193
AAMP	-0.0983494117005339	6.98225025261792	-1.1907628576315956	0.23731810061257358	0.6515619629252107	-5.4155692813502405
AAR2	-0.19204934067693458	5.616915292241026	-2.878771060828816	0.005136228329491197	0.21786134176191133	-2.334529931650875
AARS1	-0.10230071138153374	7.137574035022239	-1.1787031678974613	0.24206013255724845	0.6578281691729951	-5.41878317658766
AARS2	-0.01871397821710108	4.221758083695378	-0.1989798530621649	0.8427905523847988	0.9569585852107324	-5.963037883690284
AARSD1	-0.05298738287133098	4.7988781098815245	-0.8279628360451423	0.41018983885045135	0.7795031262694335	-5.739737186954463
AARSD1P1	0.1204212633132371	-1.6391534018857519	0.7446927731732794	0.458670650736125	0.8089729599677741	-4.998606958446387
AASDH	-0.004031176716972951	3.997476859405249	-0.05010639249099105	0.9601642807189154	0.9906763152628939	-5.94038107684167
AASDHPPT	-0.02502054058496217	4.70650244551419	-0.4666382649283638	0.6420450961235894	0.8867564584787525	-5.951304017497055
AASS	-0.21816704371450513	5.734997975679181	-1.098025234635211	0.27553422901654173	0.691661921763725	-5.555770492981569
AATBC	0.12059381843429762	0.2123501018045577	0.5068882713784667	0.613647447572236	0.8782255796063355	-5.246503502173762
AATF	-0.07481317366592677	5.618684212404525	-1.1004521880048574	0.27448244036312097	0.6903331065020714	-5.550354501842158
AATK	0.2091219514867011	3.6656041320251513	0.9459419604480752	0.34706721052140377	0.7458560668775344	-5.46139756570857
